156	1432
1440	1518
659	1247
428	639
94	767
167	286
273	653
555	1268
926	1417
272	1590
591	896
263	1345
68	1270
118	925
285	1438
688	1480
305	1042
70	449
780	804
172	406
441	1351
427	1417
693	923
34	787
826	839
838	866
827	916
46	443
195	1579
149	155
730	1035
495	1597
887	1079
165	302
1125	1283
141	658
62	738
22	347
408	552
677	716
200	863
406	472
556	596
1281	1413
118	861
187	1218
510	564
114	1107
848	1250
301	734
299	1054
338	1408
463	550
141	884
402	1214
94	620
279	511
625	1060
514	1396
275	944
66	478
141	256
213	893
214	399
424	448
502	1029
292	719
119	608
104	1226
564	1132
151	221
0	1110
929	1585
347	885
208	815
68	492
330	1044
1020	1427
359	1082
180	279
1206	1278
81	1596
205	1556
1346	1440
744	1150
350	1137
103	1108
441	720
21	1325
194	602
54	1567
90	514
1026	1338
463	878
909	1498
561	1411
1331	1405
350	1009
578	877
629	1334
923	1455
529	569
585	1015
795	1476
338	1046
371	1107
997	1595
76	1471
1349	1569
336	1349
45	575
45	1086
478	573
635	749
93	1215
788	894
862	1171
1343	1386
261	622
715	972
403	1455
79	164
81	425
598	1125
441	1339
530	1366
512	545
151	660
141	1550
640	1233
1046	1408
308	945
169	913
394	1412
908	1354
905	1346
54	213
468	608
560	1247
944	1440
918	1237
37	765
589	1355
76	1328
1072	1340
166	1358
75	770
937	1093
441	641
337	1532
638	1318
496	660
944	1489
319	466
1085	1520
124	1050
915	1334
1283	1504
408	802
972	1430
777	966
303	425
378	1244
416	492
140	1416
194	1379
472	499
200	1215
496	1065
478	1183
1214	1365
863	1019
118	993
68	396
162	986
113	473
362	701
52	254
696	1082
563	1035
368	564
659	1503
937	997
84	794
368	914
140	234
786	804
681	868
560	1133
856	1540
463	737
81	826
821	1233
764	1420
40	716
380	960
158	583
871	1176
560	1578
776	1428
871	1428
449	506
437	1092
80	544
397	1597
262	587
297	1469
202	798
389	1237
477	819
75	1158
297	813
410	462
523	1071
702	1376
1025	1190
194	894
49	1124
75	152
1089	1503
720	820
1366	1574
275	893
100	1286
208	1026
299	326
290	922
60	1505
154	1031
227	1317
631	1408
150	691
446	714
51	795
173	470
366	675
630	1015
22	1323
141	753
309	325
470	711
126	1140
145	470
616	1057
216	708
359	1253
644	1137
498	1411
34	1356
220	1153
37	292
31	168
962	1315
316	972
343	988
869	1153
870	1383
162	422
180	416
240	359
809	1245
194	1014
54	130
775	1418
362	1331
554	1417
103	960
32	1193
423	734
287	381
876	1504
52	1321
390	893
561	695
1057	1130
828	1194
878	1345
932	972
247	555
720	1497
442	542
634	826
25	1320
844	1441
