471	619
667	972
701	813
373	543
697	757
550	632
215	574
399	465
859	966
1233	1339
932	971
1138	1256
563	662
1186	1442
912	1233
711	873
822	924
853	952
934	1150
1349	1412
473	678
1194	1371
938	1155
664	951
164	253
260	470
334	490
988	1202
408	475
1214	1304
811	851
1411	1446
31	174
90	140
622	717
77	164
316	1031
423	499
1132	1439
47	83
131	238
1110	1382
446	495
1131	1338
1498	1579
219	363
242	561
1078	1191
460	817
95	1327
151	209
404	546
1229	1366
1271	1527
411	1327
943	1095
182	369
866	1523
159	304
134	512
450	592
479	949
782	952
802	867
376	592
751	848
1022	1596
1420	1579
86	247
632	717
1003	1221
1042	1141
1064	1140
91	315
1112	1317
1211	1454
615	942
1244	1345
1269	1458
1339	1364
138	390
858	1046
326	441
993	1061
1093	1354
1005	1358
1062	1261
289	374
865	954
1130	1241
153	431
552	607
1358	1518
1044	1341
1306	1430
541	1429
331	397
600	741
492	591
922	1101
1406	1600
619	838
745	859
39	137
483	545
1067	1191
855	1104
864	1018
884	991
82	286
1338	1430
1455	1579
732	808
324	918
504	630
23	104
748	1465
1366	1507
3	280
840	1419
333	449
1270	1418
834	1244
262	319
488	1437
410	742
1027	1474
992	1067
757	826
98	1079
560	635
677	1079
764	867
587	743
991	1162
416	524
997	1091
529	1363
426	531
568	944
696	884
646	870
108	195
942	1236
957	1209
1025	1430
526	895
228	279
1133	1318
1518	1574
813	913
499	619
952	1024
1097	1407
700	1019
83	144
461	509
387	510
861	1229
222	305
1040	1061
536	622
666	742
1346	1583
888	940
111	199
500	646
854	1465
761	908
139	210
454	578
34	141
1166	1366
555	617
1129	1275
601	715
475	571
256	388
1085	1263
959	1529
347	467
971	1140
302	896
161	263
620	838
651	892
750	924
1014	1294
1227	1398
614	696
640	788
392	1077
715	786
755	983
919	1131
1011	1131
202	320
97	195
519	1231
1303	1432
459	564
1213	1383
1407	1591
1128	1579
350	375
1228	1293
116	169
665	868
808	1095
396	465
42	88
249	917
886	1338
1329	1356
1379	1465
46	116
332	459
641	972
61	370
481	761
323	403
284	805
547	1079
513	751
789	1010
994	1261
613	685
69	160
548	636
167	423
1030	1477
1098	1338
1419	1557
780	828
816	1150
1092	1214
1033	1544
276	824
926	1062
175	295
281	311
1079	1181
346	478
627	684
714	843
905	1110
140	164
425	654
528	965
29	65
1109	1477
342	1498
163	1345
1197	1339
653	720
862	1035
1034	1392
744	867
580	783
204	543
233	324
300	424
1362	1470
887	944
325	666
453	686
671	1214
455	600
1019	1214
683	753
936	1263
1196	1279
564	634
746	1115
186	620
844	867
1263	1493
58	319
437	867
765	955
556	727
55	178
313	727
418	470
663	887
358	483
1008	1354
1417	1593
879	1405
64	396
40	144
1095	1196
1321	1358
1356	1419
445	499
1158	1376
44	214
356	399
390	471
299	397
255	561
440	603
1408	1551
1159	1349
87	802
279	359
381	616
126	611
669	757
752	1261
369	675
427	521
1154	1415
49	217
654	863
1124	1437
1169	1418
522	612
877	1349
1400	1535
238	316
906	1006
1117	1285
1215	1529
185	383
1314	1590
686	767
554	807
205	534
1153	1231
689	827
759	1001
773	904
538	653
372	461
183	274
617	711
1037	1089
661	1250
805	895
76	757
1107	1197
1440	1540
1195	1498
223	246
925	1071
1001	1377
875	1339
910	1334
18	490
1230	1411
16	930
972	1031
290	490
995	1130
457	549
609	738
1361	1417
1231	1406
749	984
127	192
648	757
362	418
482	591
990	1122
501	629
698	851
406	509
953	1065
1304	1382
477	735
120	525
271	453
509	610
592	729
901	1253
65	110
206	376
315	477
317	466
301	383
582	742
679	770
149	183
931	1215
1219	1442
93	173
630	869
729	856
944	1065
375	472
398	520
1294	1514
584	1025
947	1364
367	446
351	993
867	896
213	418
43	118
278	350
562	943
144	301
705	990
35	192
690	795
645	1318
863	928
682	738
680	971
642	1334
1156	1383
1191	1441
14	726
130	228
100	170
937	1034
1189	1522
819	986
443	580
892	952
377	1193
166	951
506	678
570	1429
848	906
512	696
857	1590
355	750
345	624
32	202
827	1314
779	1137
272	537
832	1140
25	139
452	582
657	1504
889	1536
688	824
913	992
1051	1498
1190	1301
486	542
