10	435
10	1204
10	1555
92	435
157	1204
157	1555
225	1204
225	1555
243	1204
243	1555
264	1204
264	1555
360	1204
384	1204
384	1555
400	576
407	1204
407	1555
420	1204
435	10
435	92
435	576
435	626
435	967
435	1058
435	1204
435	1375
435	1460
435	1572
516	1204
516	1555
558	1204
572	1204
572	1555
576	400
576	435
576	1204
576	1555
626	435
842	1204
842	1555
967	435
1058	435
1200	1204
1200	1555
1204	10
1204	157
1204	225
1204	243
1204	264
1204	360
1204	384
1204	407
1204	420
1204	435
1204	516
1204	558
1204	572
1204	576
1204	842
1204	1200
1204	1308
1204	1404
1204	1483
1204	1530
1204	1543
1204	1584
1308	1204
1308	1555
1375	435
1404	1204
1404	1555
1460	435
1483	1204
1530	1204
1530	1555
1543	1204
1555	10
1555	157
1555	225
1555	243
1555	264
1555	384
1555	407
1555	516
1555	572
1555	576
1555	842
1555	1200
1555	1308
1555	1404
1555	1530
1555	1584
1572	435
1584	1204
1584	1555
2	435
4	10
4	576
4	1530
7	576
7	1308
7	1555
10	4
10	125
10	225
10	268
10	360
10	407
10	429
10	572
10	626
10	939
10	1076
10	1187
10	1277
10	1447
10	1494
11	157
11	264
11	516
11	1200
12	576
15	92
15	1289
15	1515
17	435
20	576
27	1555
41	1204
49	435
67	1555
72	1515
73	576
76	1204
79	435
86	1204
87	1555
92	79
92	179
92	307
92	412
92	480
92	540
92	595
92	621
92	791
92	950
92	968
92	1038
92	1058
92	1080
92	1116
92	1168
92	1220
92	1251
92	1289
92	1300
92	1310
92	1342
92	1378
92	1448
92	1483
92	1509
92	1530
92	1555
94	435
96	400
96	939
96	1308
96	1530
102	576
102	1555
105	96
105	243
105	360
105	407
105	464
105	572
105	842
105	1070
105	1204
105	1404
105	1509
105	1555
107	474
107	1515
112	435
122	1204
123	1136
125	10
125	243
125	407
125	576
125	1308
125	1584
133	576
133	1530
135	576
142	576
147	10
147	1240
147	1311
157	10
157	125
157	268
157	360
157	420
157	474
157	558
157	621
157	939
157	1049
157	1088
157	1157
157	1187
157	1251
157	1288
157	1296
157	1310
157	1344
157	1378
157	1448
157	1468
157	1515
157	1531
157	1572
163	1555
168	1555
171	1204
177	92
177	1460
179	225
179	296
179	407
179	558
179	577
179	967
179	1076
179	1204
179	1555
181	435
181	1509
184	435
184	1515
188	435
197	435
199	243
199	384
199	516
199	572
199	1136
199	1220
199	1555
201	576
201	1530
205	435
207	1555
217	435
218	1204
225	105
225	199
225	339
225	414
225	435
225	540
225	595
225	815
225	976
225	1087
225	1136
225	1180
225	1203
225	1240
225	1277
225	1291
225	1309
225	1342
225	1375
225	1447
225	1460
225	1509
225	1530
226	435
230	1204
241	435
243	11
243	179
243	307
243	400
243	421
243	503
243	576
243	791
243	968
243	1069
243	1126
243	1174
243	1192
243	1217
243	1259
243	1289
243	1308
243	1311
243	1359
243	1390
243	1459
243	1494
243	1526
243	1542
243	1594
244	1530
249	1555
250	1204
252	1204
264	11
264	179
264	307
264	400
264	421
264	503
264	576
264	791
264	968
264	1069
264	1126
264	1174
264	1192
264	1217
264	1259
264	1289
264	1308
264	1311
264	1359
264	1390
264	1459
264	1494
264	1526
264	1542
264	1594
267	576
267	1058
268	157
268	264
268	407
268	516
268	576
268	1308
268	1530
270	435
282	435
283	1204
291	435
296	576
296	1515
298	1204
307	157
307	264
307	407
307	516
307	576
307	842
307	1200
307	1404
312	435
313	1204
316	1555
318	576
318	1058
327	199
327	420
327	503
327	595
327	1136
327	1296
327	1390
327	1509
327	1572
339	10
339	243
339	360
339	420
339	558
339	842
339	1308
339	1483
339	1584
340	435
340	1080
340	1308
340	1530
348	1204
351	576
360	10
360	157
360	264
360	339
360	407
360	464
360	572
360	842
360	1036
360	1076
360	1282
360	1311
360	1447
360	1509
360	1555
361	435
364	1204
381	1204
384	10
384	125
384	268
384	360
384	420
384	474
384	558
384	621
384	939
384	1049
384	1088
384	1157
384	1187
384	1251
384	1288
384	1296
384	1310
384	1344
384	1378
384	1448
384	1468
384	1515
384	1531
384	1572
392	435
400	10
400	157
400	225
400	327
400	384
400	420
400	516
400	790
400	842
400	1070
400	1088
400	1200
400	1282
400	1300
400	1310
400	1393
400	1447
400	1515
400	1561
401	92
401	576
401	1555
407	11
407	179
407	307
407	400
407	421
407	503
407	576
407	791
407	968
407	1069
407	1126
407	1174
407	1192
407	1217
407	1259
407	1289
407	1308
407	1311
407	1359
407	1390
407	1459
407	1494
407	1526
407	1542
407	1594
412	967
412	1308
412	1555
414	157
414	264
414	407
414	516
414	576
414	1308
414	1530
417	1204
420	105
420	243
420	327
420	400
420	435
420	533
420	626
420	967
420	1070
420	1200
420	1277
420	1308
420	1404
420	1483
420	1530
420	1584
421	225
421	384
421	516
421	842
421	1404
429	435
429	1308
435	2
435	8
435	17
435	49
435	79
435	94
435	105
435	132
435	147
435	171
435	181
435	197
435	205
435	215
435	225
435	237
435	249
435	267
435	274
435	288
435	307
435	318
435	339
435	358
435	378
435	384
435	401
435	414
435	429
435	450
435	469
435	480
435	503
435	523
435	534
435	546
435	556
435	562
435	572
435	577
435	597
435	621
435	633
435	666
435	686
435	703
435	718
435	727
435	754
435	769
435	789
435	796
435	806
435	836
435	847
435	881
435	907
435	946
435	970
435	978
435	981
435	985
435	1014
435	1036
435	1070
435	1075
435	1080
435	1088
435	1099
435	1104
435	1116
435	1121
435	1144
435	1168
435	1182
435	1200
435	1210
435	1224
435	1254
435	1267
435	1277
435	1288
435	1291
435	1296
435	1308
435	1311
435	1320
435	1342
435	1348
435	1368
435	1374
435	1381
435	1386
435	1391
435	1410
435	1431
435	1445
435	1452
435	1461
435	1483
435	1490
435	1494
435	1506
435	1514
435	1517
435	1526
435	1530
435	1534
435	1542
435	1546
435	1559
435	1588
435	1602
439	435
439	1515
450	435
456	576
456	1555
464	307
464	435
464	939
464	1447
469	1204
474	107
474	243
474	384
474	516
474	626
474	967
474	1080
474	1404
476	435
480	92
480	576
480	1460
481	576
491	435
503	225
503	327
503	435
503	576
503	1200
503	1308
503	1509
503	1584
516	105
516	199
516	339
516	414
516	435
516	540
516	595
516	815
516	976
516	1087
516	1136
516	1180
516	1203
516	1240
516	1277
516	1291
516	1309
516	1342
516	1375
516	1447
516	1460
516	1509
516	1530
517	435
517	1515
529	1204
533	199
533	435
533	939
533	1308
533	1515
539	92
539	626
539	1204
539	1555
540	225
540	384
540	516
540	626
540	1058
540	1308
540	1509
540	1572
546	435
547	1204
556	435
557	435
558	123
558	179
558	243
558	268
558	327
558	400
558	435
558	516
558	572
558	599
558	712
558	842
558	967
558	981
558	1049
558	1076
558	1094
558	1168
558	1200
558	1240
558	1288
558	1296
558	1311
558	1390
558	1434
558	1485
558	1530
558	1555
558	1584
565	435
570	435
572	105
572	199
572	339
572	414
572	435
572	540
572	595
572	815
572	976
572	1087
572	1136
572	1180
572	1203
572	1240
572	1277
572	1291
572	1309
572	1342
572	1375
572	1447
572	1460
572	1509
572	1530
574	435
576	4
576	12
576	73
576	95
576	105
576	123
576	135
576	157
576	179
576	196
576	218
576	241
576	250
576	267
576	288
576	312
576	335
576	348
576	361
576	414
576	421
576	439
576	476
576	503
576	539
576	558
576	577
576	599
576	623
576	649
576	672
576	703
576	721
576	739
576	763
576	771
576	781
576	800
576	818
576	847
576	907
576	955
576	976
576	982
576	1000
576	1038
576	1060
576	1073
576	1076
576	1083
576	1094
576	1116
576	1163
576	1180
576	1192
576	1243
576	1259
576	1279
576	1290
576	1298
576	1309
576	1312
576	1342
576	1359
576	1375
576	1393
576	1413
576	1448
576	1460
576	1486
576	1493
576	1496
576	1517
576	1528
576	1534
576	1549
576	1560
576	1572
576	1594
577	435
577	1289
581	1204
590	435
590	1555
595	157
595	264
595	407
595	558
595	842
595	1204
595	1289
595	1375
595	1483
595	1530
597	92
597	967
597	1308
597	1555
599	558
599	967
599	1204
599	1555
618	1204
621	225
621	384
621	435
621	572
621	1080
621	1404
621	1572
623	576
626	105
626	307
626	412
626	474
626	558
626	599
626	939
626	1070
626	1240
